fogex@node-3,vm.system_counts.port_count,,35,1653001985084481
fogex@node-3,vm.system_counts.port_count,,35,1653001980083464
fogex@node-3,vm.system_counts.port_count,,35,1653001975082474
fogex@node-3,vm.system_counts.port_count,,35,1653001970081470
fogex@node-3,vm.system_counts.port_count,,35,1653001965080361
fogex@node-3,vm.system_counts.port_count,,35,1653001960079417
fogex@node-3,vm.system_counts.port_count,,35,1653001955078189
fogex@node-3,vm.system_counts.port_count,,35,1653001950076540
fogex@node-3,vm.system_counts.port_count,,35,1653001945075392
fogex@node-3,vm.system_counts.port_count,,35,1653001940074321
fogex@node-3,vm.system_counts.port_count,,35,1653001935073824
fogex@node-3,vm.system_counts.port_count,,35,1653001930072204
fogex@node-3,vm.system_counts.port_count,,35,1653001925071159
fogex@node-3,vm.system_counts.port_count,,35,1653001920070589
fogex@node-3,vm.system_counts.port_count,,35,1653001915069404
fogex@node-3,vm.system_counts.port_count,,35,1653001910068379
fogex@node-3,vm.system_counts.port_count,,35,1653001905067410
fogex@node-3,vm.system_counts.port_count,,35,1653001900066340
fogex@node-3,vm.system_counts.port_count,,35,1653001895065465
fogex@node-3,vm.system_counts.port_count,,35,1653001890064865
fogex@node-3,vm.system_counts.port_count,,35,1653001885063462
fogex@node-3,vm.system_counts.port_count,,35,1653001880062461
fogex@node-3,vm.system_counts.port_count,,35,1653001875061510
fogex@node-3,vm.system_counts.port_count,,35,1653001870060375
fogex@node-3,vm.system_counts.port_count,,35,1653001865059467
fogex@node-3,vm.system_counts.port_count,,35,1653001860058436
fogex@node-3,vm.system_counts.port_count,,35,1653001855057236
fogex@node-3,vm.system_counts.port_count,,35,1653001850056354
fogex@node-3,vm.system_counts.port_count,,35,1653001845055199
fogex@node-3,vm.system_counts.port_count,,35,1653001840054831
fogex@node-3,vm.system_counts.port_count,,35,1653001835053371
fogex@node-3,vm.system_counts.port_count,,35,1653001830052379
fogex@node-3,vm.system_counts.port_count,,35,1653001825051300
fogex@node-3,vm.system_counts.port_count,,35,1653001820050355
