fogex@node-1,events.process_time,notification_registered,3.7249999999999996,1652999396966635
fogex@node-1,events.process_time,vital_signs_registered,16.7766,1652999396966406
fogex@node-1,events.process_time,notification_registered,7.145499999999999,1652999396960954
fogex@node-1,events.process_time,vital_signs_registered,13.566799999999999,1652999396956426
fogex@node-1,events.process_time,notification_registered,1.6864999999999999,1652999396948300
fogex@node-1,events.process_time,vital_signs_registered,9.0741,1652999396945127
fogex@node-1,events.process_time,notification_registered,1.5561,1652999396941077
fogex@node-1,events.process_time,vital_signs_registered,12.902,1652999396939360
fogex@node-1,events.process_time,notification_registered,4.4293,1652999396934787
fogex@node-1,events.process_time,vital_signs_registered,12.679,1652999396930563
fogex@node-1,events.process_time,notification_registered,1.3744999999999998,1652999396848202
fogex@node-1,events.process_time,vital_signs_registered,6.9807999999999995,1652999396846357
fogex@node-1,events.process_time,notification_registered,1.2412999999999998,1652999396843491
fogex@node-1,events.process_time,vital_signs_registered,10.133899999999999,1652999396842220
fogex@node-1,events.process_time,notification_registered,1.4966,1652999396838126
fogex@node-1,events.process_time,vital_signs_registered,8.0011,1652999396834688
fogex@node-1,events.process_time,notification_registered,1.3734,1652999396831054
fogex@node-1,events.process_time,vital_signs_registered,13.1222,1652999396829069
fogex@node-1,events.process_time,notification_registered,3.7786,1652999396823921
fogex@node-1,events.process_time,vital_signs_registered,12.7294,1652999396819966
fogex@node-1,events.process_time,notification_registered,1.4810999999999999,1652999396731685
fogex@node-1,events.process_time,vital_signs_registered,7.8557,1652999396730658
fogex@node-1,events.process_time,notification_registered,1.4554,1652999396727812
fogex@node-1,events.process_time,vital_signs_registered,8.199,1652999396725153
fogex@node-1,events.process_time,notification_registered,1.4121,1652999396721092
fogex@node-1,events.process_time,vital_signs_registered,9.0176,1652999396720333
fogex@node-1,events.process_time,notification_registered,3.4069,1652999396719571
fogex@node-1,events.process_time,vital_signs_registered,11.118599999999999,1652999396714535
fogex@node-1,events.process_time,notification_registered,3.0076,1652999396708702
fogex@node-1,events.process_time,vital_signs_registered,11.7016,1652999396708026
fogex@node-1,events.process_time,notification_registered,1.2722,1652999396635159
fogex@node-1,events.process_time,vital_signs_registered,9.1966,1652999396633296
fogex@node-1,events.process_time,notification_registered,1.7525,1652999396628045
fogex@node-1,events.process_time,vital_signs_registered,7.9326,1652999396625761
fogex@node-1,events.process_time,notification_registered,1.639,1652999396621765
fogex@node-1,events.process_time,vital_signs_registered,12.2423,1652999396620374
fogex@node-1,events.process_time,notification_registered,2.2598,1652999396614886
fogex@node-1,events.process_time,vital_signs_registered,15.531899999999998,1652999396614389
fogex@node-1,events.process_time,notification_registered,3.8828,1652999396608248
fogex@node-1,events.process_time,vital_signs_registered,12.986699999999999,1652999396603617
fogex@node-1,events.process_time,notification_registered,2.0513,1652999396517396
fogex@node-1,events.process_time,vital_signs_registered,7.624099999999999,1652999396515669
fogex@node-1,events.process_time,notification_registered,1.1592,1652999396512561
fogex@node-1,events.process_time,vital_signs_registered,8.0517,1652999396510397
fogex@node-1,events.process_time,notification_registered,1.4601,1652999396506910
fogex@node-1,events.process_time,vital_signs_registered,11.5069,1652999396506208
fogex@node-1,events.process_time,notification_registered,3.8737999999999997,1652999396505414
fogex@node-1,events.process_time,notification_registered,3.7085,1652999396498562
fogex@node-1,events.process_time,vital_signs_registered,9.047799999999999,1652999396497596
fogex@node-1,events.process_time,vital_signs_registered,14.3467,1652999396492528
fogex@node-1,events.process_time,notification_registered,1.9425,1652999396412453
fogex@node-1,events.process_time,vital_signs_registered,7.9597999999999995,1652999396408398
fogex@node-1,events.process_time,notification_registered,1.3929,1652999396404375
fogex@node-1,events.process_time,vital_signs_registered,10.7675,1652999396402286
fogex@node-1,events.process_time,notification_registered,2.0882,1652999396397507
fogex@node-1,events.process_time,vital_signs_registered,13.2403,1652999396395608
fogex@node-1,events.process_time,notification_registered,4.5611,1652999396394308
fogex@node-1,events.process_time,notification_registered,4.6895,1652999396387960
fogex@node-1,events.process_time,vital_signs_registered,10.4092,1652999396385059
fogex@node-1,events.process_time,vital_signs_registered,13.3339,1652999396381659
fogex@node-1,events.process_time,notification_registered,1.9204999999999999,1652999396299054
fogex@node-1,events.process_time,vital_signs_registered,8.151,1652999396295133
fogex@node-1,events.process_time,notification_registered,1.7883,1652999396293569
fogex@node-1,events.process_time,vital_signs_registered,8.854199999999999,1652999396290248
fogex@node-1,events.process_time,notification_registered,1.843,1652999396285539
fogex@node-1,events.process_time,vital_signs_registered,8.8423,1652999396283767
fogex@node-1,events.process_time,notification_registered,3.2675,1652999396282310
fogex@node-1,events.process_time,vital_signs_registered,10.0876,1652999396276935
fogex@node-1,events.process_time,notification_registered,1.6882,1652999396273720
fogex@node-1,events.process_time,vital_signs_registered,10.5608,1652999396269683
fogex@node-1,events.process_time,notification_registered,4.4707,1652999396200040
fogex@node-1,events.process_time,vital_signs_registered,13.952399999999999,1652999396193919
fogex@node-1,events.process_time,notification_registered,4.660299999999999,1652999396187269
fogex@node-1,events.process_time,vital_signs_registered,8.595699999999999,1652999396183060
fogex@node-1,events.process_time,notification_registered,4.4388,1652999396182210
fogex@node-1,events.process_time,vital_signs_registered,7.4813,1652999396177134
fogex@node-1,events.process_time,notification_registered,1.4494,1652999396173796
fogex@node-1,events.process_time,vital_signs_registered,11.3675,1652999396171383
fogex@node-1,events.process_time,notification_registered,3.2335,1652999396165758
fogex@node-1,events.process_time,vital_signs_registered,11.2027,1652999396161888
fogex@node-1,events.process_time,notification_registered,1.3053,1652999396096946
fogex@node-1,events.process_time,vital_signs_registered,9.0757,1652999396095026
fogex@node-1,events.process_time,notification_registered,2.4621,1652999396090837
fogex@node-1,events.process_time,vital_signs_registered,14.8936,1652999396089222
fogex@node-1,events.process_time,notification_registered,2.3756,1652999396084867
fogex@node-1,events.process_time,notification_registered,4.3725,1652999396077358
fogex@node-1,events.process_time,vital_signs_registered,9.7484,1652999396076889
fogex@node-1,events.process_time,notification_registered,2.1866,1652999396063516
fogex@node-1,events.process_time,vital_signs_registered,13.668,1652999396061293
fogex@node-1,events.process_time,vital_signs_registered,15.097,1652999396057080
fogex@node-1,events.process_time,notification_registered,1.0756,1652999395971256
fogex@node-1,events.process_time,vital_signs_registered,6.5718,1652999395969214
fogex@node-1,events.process_time,notification_registered,1.2117,1652999395968379
fogex@node-1,events.process_time,notification_registered,1.5760999999999998,1652999395966976
fogex@node-1,events.process_time,vital_signs_registered,10.354199999999999,1652999395966197
fogex@node-1,events.process_time,notification_registered,1.3779,1652999395959938
fogex@node-1,events.process_time,vital_signs_registered,7.634799999999999,1652999395958718
fogex@node-1,events.process_time,vital_signs_registered,13.9519,1652999395953022
fogex@node-1,events.process_time,notification_registered,3.4657,1652999395945559
fogex@node-1,events.process_time,vital_signs_registered,6.037599999999999,1652999395938946
fogex@node-1,events.process_time,notification_registered,0.975,1652999395859185
fogex@node-1,events.process_time,vital_signs_registered,7.5123999999999995,1652999395858336
fogex@node-1,events.process_time,notification_registered,1.1816,1652999395855344
fogex@node-1,events.process_time,vital_signs_registered,8.5916,1652999395853424
fogex@node-1,events.process_time,notification_registered,1.5118,1652999395849591
fogex@node-1,events.process_time,vital_signs_registered,10.351099999999999,1652999395846999
fogex@node-1,events.process_time,notification_registered,2.2797,1652999395845779
fogex@node-1,events.process_time,vital_signs_registered,9.8377,1652999395840158
fogex@node-1,events.process_time,notification_registered,2.7657,1652999395839958
fogex@node-1,events.process_time,vital_signs_registered,8.431899999999999,1652999395833166
fogex@node-1,events.process_time,notification_registered,1.5196999999999998,1652999395761389
fogex@node-1,events.process_time,vital_signs_registered,8.3279,1652999395756747
fogex@node-1,events.process_time,notification_registered,2.3647,1652999395756122
fogex@node-1,events.process_time,notification_registered,4.0828,1652999395752984
fogex@node-1,events.process_time,vital_signs_registered,8.309,1652999395750843
fogex@node-1,events.process_time,notification_registered,1.8126,1652999395747366
